,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs)
186,2018 Mercedes-Benz CLA 200 CGI Sport,Jul-18,Third Party insurance,Petrol,5,32000,First Owner,Automatic,2018,15.04,1991,1991,183,25.75
187,2010 Maruti A-Star Zxi,Jun-10,Comprehensive,Petrol,5,58873,First Owner,Manual,2010,19,998,998,661,1.82
188,2018 Renault Duster Petrol RXS CVT,Nov-18,Comprehensive,Petrol,5,10000,First Owner,Automatic,2018,14.99,1498,1498,1045,7.95
189,2022 Tata Altroz XZ Plus BSVI,Sep-23,Comprehensive,Petrol,5,14069,First Owner,Manual,2022,19.33,1199,1199,8683,8.24
190,2014 Nissan Terrano XV 110 PS Limited Edition,2014,Third Party insurance,Diesel,5,100000,1461 cc,2014,Power Steering,1461,1085,1085,248,6
191,2014 Renault Duster RXL AWD,Oct-14,Third Party insurance,Diesel,5,80000,First Owner,Manual,2014,19.01,1461,1461,10845,2.85
192,2016 Honda City i VTEC V,Mar-16,Comprehensive,Petrol,5,57453,First Owner,Manual,2016,17.8,1497,1497,1173,6.24
193,2011 Ford Figo Petrol EXI,Jun-11,Comprehensive,Petrol,5,66717,Second Owner,Manual,2011,1196,70,70,102,70000
194,2016 Mercedes-Benz GLS 350d 4MATIC,2016,Third Party insurance,Diesel,7,40000,Second Owner,Automatic,2016,11,2987,2987,258,43.33
195,2022 Volvo XC40 T4 R-Design,Jan-22,Zero Dep,Petrol,5,16433,First Owner,Automatic,2022,1969,18740,18740,300,43.75
196,2018 BMW X1 sDrive20i xLine,Dec-18,Third Party insurance,Petrol,5,17860,First Owner,Automatic,2018,15.71,1998,1998,189,29.9
197,2020 Toyota Innova Crysta 2.8 ZX AT BSIV,Feb-20,Comprehensive,Diesel,7,52000,First Owner,Automatic,2020,11.36,2755,2755,1715,22.5
198,2019 Mercedes-Benz S-Class S 350 d,Apr-20,Comprehensive,Diesel,5,27200,First Owner,Automatic,2019,13.5,2925,2925,28161,77
199,2014 Hyundai Grand i10 Asta Option,Dec-14,Comprehensive,Petrol,5,25260,First Owner,Manual,2014,18.9,1197,1197,82,4.37
200,2019 BMW 5 Series 520d Luxury Line,Mar-20,Zero Dep,Diesel,5,21421,Second Owner,Automatic,2019,20.37,1995,1995,18774,45.9
201,2015 Hyundai i10 Sportz,Apr-15,Comprehensive,Petrol,5,70215,First Owner,Manual,2015,20.36,1197,1197,789,3.08
202,2022 Hyundai Alcazar Platinum (O) Diesel AT,Feb-22,Comprehensive,Diesel,6,32900,First Owner,Automatic,2022,23.8,1493,1493,11398,20
203,2021 Mercedes-Benz C-Class Progressive C 200,Aug-21,Third Party insurance,Petrol,5,40045,First Owner,Automatic,2021,11.9,1950,1950,20115,43.9
204,2010 Maruti A-Star Vxi,Jan-11,Comprehensive,Petrol,5,75000,First Owner,Manual,2010,19,998,998,661,1.68
205,2019 Mercedes-Benz C-Class Progressive C 200,Aug-21,Third Party insurance,Petrol,5,32325,First Owner,Automatic,2019,11.9,1950,1950,20115,44.9
206,2021 MG Gloster Savvy 6-Str,Nov-21,Third Party insurance,Diesel,6,68000,First Owner,Automatic,2021,12.4,1996,1996,21501,33
207,2015 Hyundai Grand i10 Nios AMT Asta,Oct-15,Comprehensive,Petrol,5,78501,First Owner,Automatic,2015,20.7,1197,1197,8186,3.94
208,2018 Land Rover Discovery Sport Petrol SE 7S,Jan-19,Zero Dep,Petrol,7,46853,First Owner,Automatic,2018,12.83,1997,1997,23736,45.9
209,2021 Maruti Baleno Zeta,Jun-21,Comprehensive,Petrol,5,27114,First Owner,Manual,2021,21.01,1197,1197,8180,7.18
210,2023 Hyundai i20 N-Line N8 DCT BSVI,2023,Third Party insurance,Petrol,5,10000,998 cc,2023,Power Steering,998,11841,11841,172,11.7
211,2017 Hyundai Creta 1.6 VTVT AT SX Plus,Mar-17,Third Party insurance,Petrol,5,88000,First Owner,Automatic,2017,13,1591,1591,1213,8.65
212,2013 Maruti Swift Dzire VXI,Jul-13,Comprehensive,Petrol,5,58382,First Owner,Manual,2013,19.1,1197,1197,858,3.54
213,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,30000,1995 cc,2017,Power Steering,1995,188,188,400,19.5
214,2015 Skoda Rapid 1.6 MPI Ambition Plus,2015,Third Party insurance,Petrol,5,80000,Second Owner,Manual,2015,15,1598,1598,1036,3.3
215,2020 Mercedes-Benz C-Class Progressive C 200,Aug-20,Zero Dep,Petrol,5,32628,First Owner,Automatic,2020,11.9,1950,1950,20115,41.9
216,2021 MG Gloster Savvy 6-Str,May-21,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12.4,1996,1996,21501,36
217,2014 Hyundai Grand i10 Magna,Dec-14,Comprehensive,Petrol,5,67264,Second Owner,Manual,2014,1197,82,82,114,3.27
218,2019 Mercedes-Benz V-Class 2019-2022 Exclusive,Mar-19,Zero Dep,Diesel,6,17000,First Owner,Automatic,2019,16,1950,1950,16092,65
219,2013 Maruti Wagon R LXI CNG,Aug-13,Comprehensive,CNG,5,77584,Second Owner,Manual,2013,26.6,998,998,5816,2.8
220,2016 Mercedes-Benz S-Class Maybach S500,Sep-16,Comprehensive,Petrol,4,50000,First Owner,Automatic,2016,7.81,4663,4663,459,98.5
221,2017 Mahindra Scorpio S6 Plus 7 Seater,2017,Third Party insurance,Diesel,7,70000,First Owner,Manual,2017,15.4,2179,2179,120,9
222,2013 Maruti Swift LXI BSIV,Oct-13,Comprehensive,Petrol,5,71977,Second Owner,Manual,2013,1197,8180,8180,113,2.94
223,2017 Maruti Ignis 1.2 Zeta BSIV,Nov-17,Comprehensive,Petrol,5,52690,Second Owner,Manual,2017,20.89,1197,1197,8180,4.2
224,2022 Hyundai Creta SX Opt IVT,Aug-22,Comprehensive,Petrol,5,11900,First Owner,Automatic,2022,14,1497,1497,11318,18.25
225,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,53747,First Owner,Manual,2017,18.6,1197,1197,8183,5.77
226,2019 BMW X3 xDrive 20d Luxury Line,Jan-20,Zero Dep,Diesel,5,32321,First Owner,Automatic,2019,16.55,1995,1995,1877,49.9
227,2015 Honda Brio S MT,May-15,Comprehensive,Petrol,5,55485,First Owner,Manual,2015,19.4,1198,1198,868,3.35
228,2020 MG Hector Plus Smart DCT,2020,Third Party insurance,Petrol,6,20000,1451 cc,2020,Power Windows Front,1451,141,141,250,17.5
229,2018 Land Rover Range Rover Velar P250 R-Dynamic SE,Nov-18,Third Party insurance,Petrol,5,54000,Second Owner,Automatic,2018,15.8,1997,1997,247,59.75
230,2017 Maruti Baleno 1.2 Zeta,Sep-17,Comprehensive,Petrol,5,49404,First Owner,Manual,2017,21.4,1197,1197,831,5.44
231,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
232,2018 Ford Endeavour 3.2 Titanium AT 4X4,2018,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2018,10.91,3198,3198,197,22.5
233,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
234,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
235,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
236,2021 MG Gloster Savvy 6-Str,May-21,Comprehensive,Diesel,6,35000,First Owner,Automatic,2021,12.4,1996,1996,21501,36
237,2014 Hyundai Grand i10 Magna,Dec-14,Comprehensive,Petrol,5,67264,Second Owner,Manual,2014,1197,82,82,114,3.27
238,2019 Mercedes-Benz V-Class 2019-2022 Exclusive,Mar-19,Zero Dep,Diesel,6,17000,First Owner,Automatic,2019,16,1950,1950,16092,65
239,2013 Maruti Wagon R LXI CNG,Aug-13,Comprehensive,CNG,5,77584,Second Owner,Manual,2013,26.6,998,998,5816,2.8
240,2016 Mercedes-Benz S-Class Maybach S500,Sep-16,Comprehensive,Petrol,4,50000,First Owner,Automatic,2016,7.81,4663,4663,459,98.5
241,2017 Mahindra Scorpio S6 Plus 7 Seater,2017,Third Party insurance,Diesel,7,70000,First Owner,Manual,2017,15.4,2179,2179,120,9
242,2013 Maruti Swift LXI BSIV,Oct-13,Comprehensive,Petrol,5,71977,Second Owner,Manual,2013,1197,8180,8180,113,2.94
243,2017 Maruti Ignis 1.2 Zeta BSIV,Nov-17,Comprehensive,Petrol,5,52690,Second Owner,Manual,2017,20.89,1197,1197,8180,4.2
244,2022 Hyundai Creta SX Opt IVT,Aug-22,Comprehensive,Petrol,5,11900,First Owner,Automatic,2022,14,1497,1497,11318,18.25
245,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,53747,First Owner,Manual,2017,18.6,1197,1197,8183,5.77
246,2019 BMW X3 xDrive 20d Luxury Line,Jan-20,Zero Dep,Diesel,5,32321,First Owner,Automatic,2019,16.55,1995,1995,1877,49.9
247,2015 Honda Brio S MT,May-15,Comprehensive,Petrol,5,55485,First Owner,Manual,2015,19.4,1198,1198,868,3.35
248,2020 MG Hector Plus Smart DCT,2020,Third Party insurance,Petrol,6,20000,1451 cc,2020,Power Windows Front,1451,141,141,250,17.5
249,2018 Land Rover Range Rover Velar P250 R-Dynamic SE,Nov-18,Third Party insurance,Petrol,5,54000,Second Owner,Automatic,2018,15.8,1997,1997,247,59.75
250,2017 Maruti Baleno 1.2 Zeta,Sep-17,Comprehensive,Petrol,5,49404,First Owner,Manual,2017,21.4,1197,1197,831,5.44
251,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
252,2018 Ford Endeavour 3.2 Titanium AT 4X4,2018,Third Party insurance,Diesel,7,100000,First Owner,Automatic,2018,10.91,3198,3198,197,22.5
253,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
254,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
255,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
256,2022 Mahindra Scorpio N Z8L AT BSVI,Apr-22,Comprehensive,Petrol,7,8000,First Owner,Automatic,2022,1997,200,200,380,24
257,2014 Maruti Wagon R VXi BSII,Oct-14,Comprehensive,Petrol,5,33841,First Owner,Manual,2014,998,671,671,90,3.17
258,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
259,2023 Volkswagen Virtus Topline BSVI,May-23,Comprehensive,Petrol,5,9246,First Owner,Manual,2023,19.4,999,999,11398,15.62
260,2018 Toyota Innova Crysta 2.7 ZX AT BSIV,Feb-18,Comprehensive,Petrol,7,42000,First Owner,Automatic,2018,10.75,2694,2694,1637,17.9
261,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
262,2018 Tata Tiago 1.05 Revotorq XT,Aug-18,Comprehensive,Diesel,5,42462,First Owner,Manual,2018,27.28,1047,1047,69,4.3
263,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
264,2021 Mahindra Alturas G4 4X4 AT,Jan-21,Third Party insurance,Diesel,7,30000,First Owner,Automatic,2021,12.05,2157,2157,17849,24.75
265,2012 Hyundai i20 Magna,Nov-12,Comprehensive,Petrol,5,96660,First Owner,Manual,2012,18.5,1197,1197,8285,2.47
266,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,18.2
267,2014 Hyundai Grand i10 Asta,Sep-14,Comprehensive,Petrol,5,38963,First Owner,Manual,2014,18.9,1197,1197,82,4.13
268,2011 Hyundai i20 1.2 Magna,2011,Third Party insurance,Petrol,5,70000,Second Owner,Manual,2011,18.5,1197,1197,805200,1.6
269,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,19.5
270,2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Nov-17,Comprehensive,Petrol,5,63249,First Owner,Manual,2017,18.9,1197,1197,8186,4.59
271,2017 BMW X1 sDrive20d Expedition,2017,Third Party insurance,Diesel,5,32000,1995 cc,2017,Power Steering,1995,188,188,400,19.5
272,2021 BMW 2 Series Black Shadow Edition,2021,Third Party insurance,Petrol,4,40000,1998 cc,2021,Power Steering,1998,18740,18740,280,32
273,2016 Maruti Ertiga ZXI Plus,Aug-16,Comprehensive,Petrol,7,82000,First Owner,Manual,2016,19.01,1462,1462,10326,7.49
274,2019 Maruti Ciaz 1.4 Sigma,Nov-19,Comprehensive,Petrol,5,38000,First Owner,Manual,2019,20.73,1373,1373,911,6.75
275,2020 Kia Carnival Prestige,Nov-20,Third Party insurance,Diesel,7,40500,First Owner,Automatic,2020,14.11,2199,2199,19726,25.25
276,2020 Kia Sonet GTX Plus Diesel BSVI,Oct-20,Zero Dep,Diesel,5,40000,First Owner,Manual,2020,1493,9863,9863,240,11.55
277,2015 Hyundai i10 Sportz,Aug-15,Comprehensive,Petrol,5,65170,Second Owner,Manual,2015,20.36,1197,1197,789,3.02
278,2018 Honda WR-V i-VTEC VX,Feb-18,Comprehensive,Petrol,5,50000,First Owner,Manual,2018,17.5,1199,1199,887,7.25
279,2020 Renault KWID 1.0 RXL BSVI,Nov-20,Comprehensive,Petrol,5,34838,First Owner,Manual,2020,999,6706,6706,91,3.88
280,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,Jun-21,Comprehensive,Petrol,5,30466,First Owner,Automatic,2021,20.28,998,998,11841,10.5
281,2020 Mercedes-Benz E-Class Exclusive E 220d,Nov-20,Comprehensive,Diesel,5,32000,Second Owner,Automatic,2020,16.1,1950,1950,1917,44.5
282,2018 Volvo S90 D4 Momentum BSIV,Jul-18,Third Party insurance,Diesel,5,50000,First Owner,Automatic,2018,18,1969,1969,190,33
283,2014 Maruti Swift Dzire VXI,Oct-14,Comprehensive,Petrol,5,48946,First Owner,Manual,2014,19.1,1197,1197,858,4.11
284,2017 BMW X3 xDrive20d xLine,Mar-17,Comprehensive,Diesel,5,43498,Second Owner,Automatic,2017,18.56,1995,1995,190,29.9
285,2022 Mahindra Thar LX 4-Str Convert Top AT BSVI,Feb-22,Comprehensive,Petrol,4,8744,First Owner,Automatic,2022,15.2,1997,1997,150,16.01
286,2020 Hyundai Venue E Diesel,2020,Third Party insurance,Diesel,5,30000,First Owner,Manual,2020,1493,986,986,24026,7.8
287,2017 Land Rover Discovery Sport Petrol HSE 7S,Nov-17,Comprehensive,Petrol,7,72000,First Owner,Automatic,2017,12.81,1997,1997,23736,32.5
288,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,71361,First Owner,Manual,2017,18.6,1197,1197,8183,5.52
289,2017 BMW X1 sDrive 20d xLine,Jul-17,Comprehensive,Diesel,5,60500,First Owner,Automatic,2017,20.68,1995,1995,188,19.95
290,2021 Audi A6 45 TFSI Technology WO Matrix BSVI,2021,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2021,14.11,1984,1984,2413,49.5
291,2018 Ford Ecosport 1.5 Diesel Titanium,Oct-18,Comprehensive,Diesel,5,64000,First Owner,Manual,2018,21.7,1498,1498,9896,7.99
292,2013 Mercedes-Benz B Class B180 Sports,Nov-13,Comprehensive,Petrol,5,26000,Second Owner,Automatic,2013,11.9,1595,1595,1207,12.45
293,2016 Ford Ecosport 1.5 Petrol Titanium AT,Nov-16,Comprehensive,Petrol,5,60000,First Owner,Automatic,2016,14.7,1496,1496,12069,6.49
294,2020 Kia Sonet GTX Plus Diesel BSVI,Oct-20,Zero Dep,Diesel,5,40000,First Owner,Manual,2020,1493,9863,9863,240,11.55
295,2015 Hyundai i10 Sportz,Aug-15,Comprehensive,Petrol,5,65170,Second Owner,Manual,2015,20.36,1197,1197,789,3.02
296,2018 Honda WR-V i-VTEC VX,Feb-18,Comprehensive,Petrol,5,50000,First Owner,Manual,2018,17.5,1199,1199,887,7.25
297,2020 Renault KWID 1.0 RXL BSVI,Nov-20,Comprehensive,Petrol,5,34838,First Owner,Manual,2020,999,6706,6706,91,3.88
298,2018 Land Rover Discovery Sport Petrol HSE 7S,Oct-18,Comprehensive,Petrol,7,72000,Second Owner,Automatic,2018,12.81,1997,1997,23736,49.5
299,2021 Hyundai i20 Asta Opt Turbo DCT BSVI,Jun-21,Comprehensive,Petrol,5,30466,First Owner,Automatic,2021,20.28,998,998,11841,10.5
300,2020 Mercedes-Benz E-Class Exclusive E 220d,Nov-20,Comprehensive,Diesel,5,32000,Second Owner,Automatic,2020,16.1,1950,1950,1917,44.5
301,2018 Volvo S90 D4 Momentum BSIV,Jul-18,Third Party insurance,Diesel,5,50000,First Owner,Automatic,2018,18,1969,1969,190,33
302,2014 Maruti Swift Dzire VXI,Oct-14,Comprehensive,Petrol,5,48946,First Owner,Manual,2014,19.1,1197,1197,858,4.11
303,2017 BMW X3 xDrive20d xLine,Mar-17,Comprehensive,Diesel,5,43498,Second Owner,Automatic,2017,18.56,1995,1995,190,29.9
304,2022 Mahindra Thar LX 4-Str Convert Top AT BSVI,Feb-22,Comprehensive,Petrol,4,8744,First Owner,Automatic,2022,15.2,1997,1997,150,16.01
305,2020 Hyundai Venue E Diesel,2020,Third Party insurance,Diesel,5,30000,First Owner,Manual,2020,1493,986,986,24026,7.8
306,2017 Land Rover Discovery Sport Petrol HSE 7S,Nov-17,Comprehensive,Petrol,7,72000,First Owner,Automatic,2017,12.81,1997,1997,23736,32.5
307,2017 Hyundai i20 Sportz 1.2,May-17,Comprehensive,Petrol,5,71361,First Owner,Manual,2017,18.6,1197,1197,8183,5.52
308,2017 BMW X1 sDrive 20d xLine,Jul-17,Comprehensive,Diesel,5,60500,First Owner,Automatic,2017,20.68,1995,1995,188,19.95
309,2021 Audi A6 45 TFSI Technology WO Matrix BSVI,2021,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2021,14.11,1984,1984,2413,49.5
310,2018 Ford Ecosport 1.5 Diesel Titanium,Oct-18,Comprehensive,Diesel,5,64000,First Owner,Manual,2018,21.7,1498,1498,9896,7.99
311,2013 Mercedes-Benz B Class B180 Sports,Nov-13,Comprehensive,Petrol,5,26000,Second Owner,Automatic,2013,11.9,1595,1595,1207,12.45
312,2016 Ford Ecosport 1.5 Petrol Titanium AT,Nov-16,Comprehensive,Petrol,5,60000,First Owner,Automatic,2016,14.7,1496,1496,12069,6.49
313,2021 Audi Q2 Premium Plus I,Jan-21,Comprehensive,Petrol,5,28000,First Owner,Automatic,2021,1984,18774,18774,320,26.5
314,2011 Maruti Swift Dzire 1.2 Vxi BSIV,Mar-11,Comprehensive,Petrol,5,89002,First Owner,Manual,2011,17.5,1197,1197,858,2.37
315,2018 Maruti Baleno 1.2 Alpha,Sep-18,Comprehensive,Petrol,5,36937,First Owner,Manual,2018,21.4,1197,1197,831,6.4
316,2019 Toyota Innova Crysta 2.4 VX MT,Apr-19,Third Party insurance,Diesel,7,42000,First Owner,Manual,2019,13.68,2393,2393,14751,18.75
317,2019 BMW 5 Series 520d Luxury Line,Jul-19,Comprehensive,Diesel,5,55000,First Owner,Automatic,2019,20.37,1995,1995,18774,41.5
318,2019 Maruti Baleno Delta,May-19,Comprehensive,Petrol,5,70391,Second Owner,Manual,2019,21.01,1197,1197,8180,5.12
319,2014 Hyundai Elantra SX,Jan-14,Third Party insurance,Petrol,5,56000,First Owner,Manual,2014,16.3,1797,1797,1475,4.95
320,2016 Hyundai Grand i10 Sportz,Aug-16,Comprehensive,Petrol,5,52190,First Owner,Manual,2016,18.9,1197,1197,82,4.31
321,2014 Mercedes-Benz C-Class C 220 CDI Grand Edition,2014,Third Party insurance,Diesel,5,40000,First Owner,Automatic,2014,11.78,2143,2143,16762,9.99
322,2018 Audi A3 35 TDI Premium Plus,Oct-18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,20.38,1968,1968,143,20
323,2013 Maruti Wagon R VXi BSII,Sep-13,Comprehensive,Petrol,5,48173,First Owner,Manual,2013,998,671,671,90,2.88
324,2012 BMW 3 Series 320i Touring,2012,Third Party insurance,Petrol,5,110000,Second Owner,Automatic,2012,12.05,1995,1995,154,7.3
325,2012 Honda City V MT,2012,Third Party insurance,Petrol,5,50000,First Owner,Manual,2012,16.8,1497,1497,1163,3.39
326,2019 Mercedes-Benz CLA Urban Sport 200d,Dec-19,Third Party insurance,Diesel,5,44132,Second Owner,Automatic,2019,17.9,2143,2143,1341,26.9
327,2015 Honda City i VTEC VX,2015,Third Party insurance,Petrol,5,90000,Third Owner,Manual,2015,17.4,1497,1497,1173,4.75
328,2020 Ford Endeavour Titanium Plus 4X4 AT,Dec-20,Comprehensive,Diesel,7,49000,First Owner,Automatic,2020,12.4,1996,1996,16762,33.5
329,2021 Audi Q2 Premium Plus I,Jan-21,Comprehensive,Petrol,5,28000,First Owner,Automatic,2021,1984,18774,18774,320,26.5
330,2011 Maruti Swift Dzire 1.2 Vxi BSIV,Mar-11,Comprehensive,Petrol,5,89002,First Owner,Manual,2011,17.5,1197,1197,858,2.37
331,2019 Hyundai Venue SX Turbo,Jul-19,Comprehensive,Petrol,5,28194,First Owner,Manual,2019,18.27,998,998,11835,9.03
332,2019 BMW 5 Series 530i M Sport,Aug-19,Comprehensive,Petrol,5,34500,First Owner,Automatic,2019,15.01,1998,1998,24808,52
333,2019 Mercedes-Benz E-Class Exclusive E 220 d BSIV,Sep-19,Zero Dep,Diesel,5,50605,Second Owner,Automatic,2019,16.1,1950,1950,1917,39.9
334,2018 Maruti Baleno 1.2 Alpha,Sep-18,Comprehensive,Petrol,5,36937,First Owner,Manual,2018,21.4,1197,1197,831,6.4
335,2019 Toyota Innova Crysta 2.4 VX MT,Apr-19,Third Party insurance,Diesel,7,42000,First Owner,Manual,2019,13.68,2393,2393,14751,18.75
336,2019 BMW 5 Series 520d Luxury Line,Jul-19,Comprehensive,Diesel,5,55000,First Owner,Automatic,2019,20.37,1995,1995,18774,41.5
337,2019 Maruti Baleno Delta,May-19,Comprehensive,Petrol,5,70391,Second Owner,Manual,2019,21.01,1197,1197,8180,5.12
338,2014 Hyundai Elantra SX,Jan-14,Third Party insurance,Petrol,5,56000,First Owner,Manual,2014,16.3,1797,1797,1475,4.95
339,2016 Hyundai Grand i10 Sportz,Aug-16,Comprehensive,Petrol,5,52190,First Owner,Manual,2016,18.9,1197,1197,82,4.31
340,2014 Mercedes-Benz C-Class C 220 CDI Grand Edition,2014,Third Party insurance,Diesel,5,40000,First Owner,Automatic,2014,11.78,2143,2143,16762,9.99
341,2018 Audi A3 35 TDI Premium Plus,Oct-18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,20.38,1968,1968,143,20
342,2013 Maruti Wagon R VXi BSII,Sep-13,Comprehensive,Petrol,5,48173,First Owner,Manual,2013,998,671,671,90,2.88
343,2012 BMW 3 Series 320i Touring,2012,Third Party insurance,Petrol,5,110000,Second Owner,Automatic,2012,12.05,1995,1995,154,7.3
344,2012 Honda City V MT,2012,Third Party insurance,Petrol,5,50000,First Owner,Manual,2012,16.8,1497,1497,1163,3.39
345,2019 Mercedes-Benz CLA Urban Sport 200d,Dec-19,Third Party insurance,Diesel,5,44132,Second Owner,Automatic,2019,17.9,2143,2143,1341,26.9
346,2015 Honda City i VTEC VX,2015,Third Party insurance,Petrol,5,90000,Third Owner,Manual,2015,17.4,1497,1497,1173,4.75
347,2020 Ford Endeavour Titanium Plus 4X4 AT,Dec-20,Comprehensive,Diesel,7,49000,First Owner,Automatic,2020,12.4,1996,1996,16762,33.5
348,2017 Audi Q7 3.0 TDI Quattro Technology,May-17,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,12.07,2967,2967,2414,40
349,2015 Hyundai Creta 1.6 Gamma SX Plus,Oct-15,Comprehensive,Petrol,5,49341,First Owner,Manual,2015,15.29,1591,1591,1213,8.42
350,2018 Isuzu MU-X 4X2,Oct-18,Comprehensive,Diesel,7,55000,First Owner,Automatic,2018,13.8,2999,2999,175,18.95
351,2019 Hyundai Creta 1.4 S,Jun-19,Comprehensive,Diesel,5,55861,First Owner,Manual,2019,22.1,1396,1396,887,10.27
352,2018 Land Rover Discovery HSE 3.0 Si6,Jul-18,Third Party insurance,Petrol,7,76000,Second Owner,Automatic,2018,9.17,2995,2995,33525,49.5
353,2018 Toyota Innova Crysta 2.4 G MT,Jul-18,Comprehensive,Diesel,7,68000,First Owner,Manual,2018,13.68,2393,2393,14751,14.25
354,2014 Honda Amaze VX i-VTEC,May-14,Comprehensive,Petrol,5,52565,First Owner,Manual,2014,17.8,1198,1198,867,4.17
355,2018 Volvo S90 D4 Momentum,Nov-18,Comprehensive,Diesel,5,72000,First Owner,Automatic,2018,18,1969,1969,190,29.55
356,2017 Audi Q7 45 TDI Quattro Technology,Aug-17,Comprehensive,Diesel,7,70000,Second Owner,Automatic,2017,14.75,2967,2967,245,40
357,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Jul-19,Comprehensive,Petrol,5,73074,First Owner,Manual,2019,18.9,1197,1197,8186,4.93
358,2019 Tata Harrier XZ,Jun-19,Third Party insurance,Diesel,5,45000,First Owner,Manual,2019,16.35,1956,1956,16767,13.75
359,2014 Hyundai Grand i10 Magna,Jun-14,Comprehensive,Petrol,5,90995,First Owner,Manual,2014,1197,82,82,114,3.35
360,2017 Renault KWID 1.0 RXT Optional AT 2016-2019,2017,Third Party insurance,Petrol,5,30000,First Owner,Automatic,2017,23.01,999,999,67,3.35
